GM7
 0.99931     0.00911
 0.99202     0.01280
 0.97980     0.01768
 0.96617     0.02241
 0.95141     0.02716
 0.93578     0.03185
 0.91956     0.03646
 0.90292     0.04099
 0.88598     0.04542
 0.86886     0.04976
 0.85165     0.05400
 0.83432     0.05819
 0.81688     0.06236
 0.79930     0.06648
 0.78159     0.07045
 0.76381     0.07441
 0.74600     0.07835
 0.72820     0.08229
 0.71040     0.08621
 0.69254     0.09019
 0.67468     0.09432
 0.65681     0.09855
 0.63895     0.10280
 0.62109     0.10708
 0.60323     0.11136
 0.58535     0.11562
 0.56746     0.11988
 0.54958     0.12407
 0.53172     0.12820
 0.51387     0.13225
 0.49610     0.13619
 0.47840     0.13997
 0.46077     0.14361
 0.44323     0.14707
 0.42575     0.15032
 0.40841     0.15333
 0.39120     0.15606
 0.37409     0.15846
 0.35707     0.16050
 0.34019     0.16209
 0.32344     0.16320
 0.30684     0.16380
 0.29038     0.16385
 0.27407     0.16333
 0.25790     0.16222
 0.24184     0.16049
 0.22599     0.15810
 0.21031     0.15510
 0.19481     0.15141
 0.17943     0.14744
 0.16425     0.14283
 0.14935     0.13759
 0.13473     0.13178
 0.12044     0.12538
 0.10657     0.11846
 0.09321     0.11106
 0.08046     0.10333
 0.06841     0.09531
 0.05724     0.08719
 0.04711     0.07913
 0.03819     0.07122
 0.03052     0.06362
 0.02410     0.05649
 0.01880     0.04988
 0.01448     0.04384
 0.01095     0.03839
 0.00812     0.03348
 0.00585     0.02904
 0.00401     0.02501
 0.00255     0.02134
 0.00143     0.01803
 0.00057     0.01499
-0.00010     0.01224
-0.00063     0.00970
-0.00096     0.00707
-0.00113     0.00477
-0.00123     0.00271
-0.00117     0.00124
-0.00099    -0.00112
-0.00056    -0.00321
 0.00030    -0.00536
 0.00149    -0.00735
 0.00312    -0.00928
 0.00517    -0.01092
 0.00769    -0.01227
 0.01063    -0.01330
 0.01400    -0.01401
 0.01785    -0.01444
 0.02221    -0.01462
 0.02723    -0.01459
 0.03303    -0.01429
 0.03981    -0.01372
 0.04784    -0.01281
 0.05738    -0.01145
 0.06870    -0.00961
 0.08184    -0.00730
 0.09670    -0.00457
 0.11289    -0.00158
 0.12998     0.00152
 0.14758     0.00458
 0.16546     0.00750
 0.18343     0.01027
 0.20145     0.01262
 0.21941     0.01530
 0.23736     0.01790
 0.25524     0.02057
 0.27307     0.02325
 0.29090     0.02591
 0.30872     0.02854
 0.32652     0.03113
 0.34432     0.03367
 0.36209     0.03615
 0.37980     0.03857
 0.39751     0.04091
 0.41521     0.04316
 0.43291     0.04530
 0.45064     0.04732
 0.46839     0.04923
 0.48615     0.05099
 0.50390     0.05260
 0.52169     0.05405
 0.53945     0.05532
 0.55725     0.05641
 0.57501     0.05730
 0.59280     0.05799
 0.61059     0.05846
 0.62835     0.05871
 0.64609     0.05872
 0.66378     0.05850
 0.68144     0.05804
 0.69904     0.05734
 0.71660     0.05637
 0.73413     0.05513
 0.75156     0.05361
 0.76894     0.05178
 0.78623     0.04960
 0.80339     0.04703
 0.82042     0.04398
 0.83730     0.04052
 0.85405     0.03664
 0.87060     0.03237
 0.88697     0.02773
 0.90313     0.02277
 0.91903     0.01755
 0.93464     0.01215
 0.94986     0.00668
 0.96459     0.00126
 0.97858    -0.00393
 0.99141    -0.00904
 0.99915    -0.01231
