AC-05
 0.99984     0.00226
 0.99372     0.00504
 0.98369     0.00916
 0.97228     0.01330
 0.95923     0.01763
 0.94488     0.02215
 0.92975     0.02663
 0.91376     0.03104
 0.89671     0.03549
 0.87880     0.03996
 0.86034     0.04441
 0.84142     0.04884
 0.82209     0.05327
 0.80248     0.05769
 0.78270     0.06207
 0.76281     0.06642
 0.74282     0.07075
 0.72275     0.07504
 0.70265     0.07929
 0.68255     0.08350
 0.66249     0.08766
 0.64245     0.09177
 0.62243     0.09582
 0.60246     0.09980
 0.58259     0.10371
 0.56287     0.10752
 0.54335     0.11122
 0.52408     0.11476
 0.50509     0.11814
 0.48636     0.12131
 0.46786     0.12428
 0.44959     0.12702
 0.43156     0.12950
 0.41376     0.13173
 0.39620     0.13368
 0.37891     0.13535
 0.36192     0.13671
 0.34522     0.13774
 0.32876     0.13843
 0.31252     0.13877
 0.29651     0.13875
 0.28075     0.13835
 0.26525     0.13759
 0.25000     0.13644
 0.23497     0.13488
 0.22015     0.13291
 0.20551     0.13053
 0.19109     0.12773
 0.17692     0.12453
 0.16302     0.12091
 0.14938     0.11689
 0.13607     0.11248
 0.12317     0.10771
 0.11073     0.10263
 0.09881     0.09726
 0.08750     0.09166
 0.07689     0.08590
 0.06707     0.08008
 0.05806     0.07424
 0.04992     0.06849
 0.04266     0.06290
 0.03625     0.05752
 0.03062     0.05238
 0.02572     0.04750
 0.02148     0.04291
 0.01781     0.03859
 0.01466     0.03455
 0.01194     0.03073
 0.00961     0.02713
 0.00761     0.02374
 0.00591     0.02055
 0.00447     0.01755
 0.00326     0.01470
 0.00226     0.01193
 0.00144     0.00924
 0.00081     0.00678
 0.00036     0.00421
 0.00010     0.00107
 0.00003     0.00000
 0.00019    -0.00205
 0.00066    -0.00479
 0.00154    -0.00662
 0.00287    -0.00852
 0.00462    -0.01024
 0.00671    -0.01174
 0.00911    -0.01297
 0.01174    -0.01390
 0.01463    -0.01463
 0.01776    -0.01520
 0.02119    -0.01560
 0.02495    -0.01586
 0.02911    -0.01600
 0.03377    -0.01601
 0.03902    -0.01590
 0.04502    -0.01562
 0.05194    -0.01514
 0.06006    -0.01442
 0.06968    -0.01338
 0.08113    -0.01197
 0.09467    -0.01012
 0.11037    -0.00781
 0.12789    -0.00511
 0.14653    -0.00218
 0.16558     0.00080
 0.18480     0.00374
 0.20412     0.00660
 0.22354     0.00935
 0.24306     0.01199
 0.26266     0.01454
 0.28236     0.01697
 0.30218     0.01932
 0.32209     0.02158
 0.34202     0.02374
 0.36191     0.02580
 0.38179     0.02774
 0.40170     0.02958
 0.42158     0.03131
 0.44140     0.03291
 0.46120     0.03439
 0.48103     0.03576
 0.50084     0.03700
 0.52058     0.03811
 0.54028     0.03908
 0.55992     0.03991
 0.57946     0.04059
 0.59883     0.04111
 0.61810     0.04144
 0.63729     0.04161
 0.65641     0.04159
 0.67541     0.04139
 0.69430     0.04099
 0.71311     0.04039
 0.73184     0.03959
 0.75047     0.03859
 0.76898     0.03739
 0.78734     0.03597
 0.80552     0.03435
 0.82349     0.03250
 0.84124     0.03042
 0.85876     0.02812
 0.87598     0.02559
 0.89283     0.02283
 0.90937     0.01983
 0.92555     0.01661
 0.94107     0.01328
 0.95560     0.00986
 0.96919     0.00635
 0.98182     0.00284
 0.99314    -0.00044
 0.99984    -0.00244
